API_NO,WELL_NAME,FIELD,OPERATOR,LATITUDE,LONGITUDE,COUNTY,STATE,FORMATION,STATUS,SPUD_DATE,FIRST_PROD_DATE,TVD_FT,MD_FT,LATERAL_LENGTH_FT,PERF_TOP_FT,PERF_BOTTOM_FT
42-389-49613,Harrison 2H,Mentone,Texas Energy LLC,31.11856,-103.388446,Reeves,TX,Bone Spring,ACTIVE,2024-09-12,2024-11-22,10663,22108,11275,10315,10859
42-371-94798,Bell 11H,Reeves County,Texas Energy LLC,30.945966,-103.204791,Pecos,TX,Wolfcamp A,ACTIVE,2023-01-19,2023-03-27,8640,19907,11103,8367,8796
42-475-74910,Kelly 9H,Imperial,Texas Energy LLC,31.288442,-103.269484,Ward,TX,1st Bone Spring,ACTIVE,2024-01-15,2024-02-29,13464,22856,9466,13202,13636
42-475-78258,James 12H,Reeves County,Texas Energy LLC,31.548228,-103.174547,Ward,TX,Wolfcamp B,SHUT-IN,2024-11-23,2025-02-19,8731,15920,7422,8322,8897
42-371-93035,Myers 10H,Grandfalls,Texas Energy LLC,30.947437,-103.165781,Pecos,TX,Bone Spring,ACTIVE,2023-04-03,2023-06-04,12023,22522,10298,11629,12095
42-301-69349,Reed 7V,Imperial,Texas Energy LLC,31.737268,-103.812542,Loving,TX,Bone Spring,ACTIVE,2022-11-16,2023-01-02,12595,22690,10236,12480,12710
42-389-69749,Alexander 7H,Imperial,Texas Energy LLC,31.22749,-103.436134,Reeves,TX,Bone Spring,ACTIVE,2023-07-15,2023-10-08,12113,22066,9795,11802,12201
42-109-91439,Jenkins 10H,Pecos Valley,Texas Energy LLC,31.97185,-104.259891,Culberson,TX,Wolfcamp A,ACTIVE,2022-02-14,2022-04-07,9123,19504,9926,8818,9238
42-475-98712,Howard 3H,Mentone,Texas Energy LLC,31.514513,-103.190132,Ward,TX,Wolfcamp A,ACTIVE,2022-08-11,2022-10-21,9740,21712,11765,9536,9895
42-301-45420,Wilson 1V,Mentone,Texas Energy LLC,31.709062,-103.921252,Loving,TX,Bone Spring,ACTIVE,2023-09-12,2023-12-01,11109,20193,9440,10649,11364
42-389-67960,Wallace 11H,Mentone,Texas Energy LLC,31.011191,-103.217333,Reeves,TX,Wolfcamp A,ACTIVE,2022-01-07,2022-03-12,11634,25190,13615,11484,11860
42-301-69103,Ramirez 9H,Red Hills,Texas Energy LLC,31.94951,-103.77429,Loving,TX,1st Bone Spring,ACTIVE,2022-02-14,2022-04-21,10932,18330,7695,10654,11223
42-389-97458,Foster 1H,Reeves County,Texas Energy LLC,31.463415,-103.570642,Reeves,TX,Bone Spring,ACTIVE,2024-03-10,2024-05-27,13254,22036,9099,13130,13379
42-371-73727,Clayton 2H,Ward-Estes,Texas Energy LLC,30.965582,-103.450126,Pecos,TX,Wolfcamp A,ACTIVE,2024-08-04,2024-10-08,11185,19108,8314,10975,11421
42-371-74923,Bennett 5V,Wink,Texas Energy LLC,30.993439,-102.526704,Pecos,TX,Bone Spring,ACTIVE,2024-09-05,2024-12-01,13331,27049,13520,13089,13587
42-389-92976,Foster 4H,Reeves County,Texas Energy LLC,31.250559,-103.164783,Reeves,TX,3rd Bone Spring,ACTIVE,2022-02-03,2022-04-17,9373,23993,14400,8885,9531
42-475-98513,Nelson 9H,Kermit,Texas Energy LLC,31.650573,-103.246371,Ward,TX,Wolfcamp C,SHUT-IN,2023-12-08,2024-02-04,11815,21746,9652,11472,11980
42-301-57879,Wood 9H,Van Horn,Texas Energy LLC,31.970633,-103.635531,Loving,TX,Wolfcamp A,ACTIVE,2024-07-22,2024-10-05,10040,19617,9792,9745,10217
42-389-31709,Mitchell 5H,Orla,Texas Energy LLC,31.102065,-103.356169,Reeves,TX,Wolfcamp A,ACTIVE,2025-08-12,2025-10-04,9345,18218,8992,8878,9444
42-371-70243,Williams 9H,Grandfalls,Texas Energy LLC,30.862052,-103.080712,Pecos,TX,Wolfcamp B,ACTIVE,2023-01-07,2023-03-15,12805,27948,14845,12628,12999
42-389-34460,Collins 4H,Balmorhea,Texas Energy LLC,31.163531,-103.48796,Reeves,TX,Wolfcamp B,ACTIVE,2023-09-09,2023-11-16,11765,17746,6351,11481,11980
42-389-98078,Owens 1H,Orla,Texas Energy LLC,31.344633,-103.296002,Reeves,TX,Wolfcamp A,ACTIVE,2024-08-25,2024-11-13,13177,21596,8239,12837,13358
42-389-36562,Evans 8H,Coyanosa,Texas Energy LLC,31.200313,-103.432322,Reeves,TX,Wolfcamp B,ACTIVE,2023-04-14,2023-06-17,9865,22961,13528,9647,10138
42-109-40593,Williams 8H,Kermit,Texas Energy LLC,31.70922,-104.540657,Culberson,TX,Wolfcamp B,ACTIVE,2023-12-15,2024-03-13,8756,20240,11846,8414,8853
42-389-50788,Henderson 1H,Mentone,Texas Energy LLC,31.139772,-103.198377,Reeves,TX,Wolfcamp B,ACTIVE,2022-09-08,2022-11-23,10612,21490,10575,10331,10858
42-371-67282,Edwards 3V,Culberson County,Texas Energy LLC,30.610893,-103.198962,Pecos,TX,Wolfcamp A,ACTIVE,2024-01-13,2024-03-19,9833,22906,12744,9502,9974
42-389-93344,Reed 5V,Red Hills,Texas Energy LLC,31.41136,-103.133995,Reeves,TX,Wolfcamp B,ACTIVE,2024-11-15,2025-01-06,9992,22486,12988,9729,10270
42-475-43506,Russell 9V,Balmorhea,Texas Energy LLC,31.354465,-103.324223,Ward,TX,2nd Bone Spring,ACTIVE,2024-05-27,2024-08-20,9599,19873,9916,9333,9672
42-109-91670,Harrison 7H,Fort Stockton,Texas Energy LLC,31.647052,-104.656964,Culberson,TX,Wolfcamp A,ACTIVE,2023-04-25,2023-06-15,10398,18705,8493,10042,10526
42-475-80277,Fisher 3H,Coyanosa,Texas Energy LLC,31.295305,-103.200311,Ward,TX,Wolfcamp B,SHUT-IN,2024-01-10,2024-03-14,13308,27984,14501,12958,13579
42-475-65300,Parker 11V,Wink,Texas Energy LLC,31.497102,-103.497097,Ward,TX,Brushy Canyon,SHUT-IN,2023-04-28,2023-06-15,10817,21428,10294,10689,11057
42-389-32625,Gibson 9H,Van Horn,Texas Energy LLC,31.157016,-103.593126,Reeves,TX,Avalon Shale,ACTIVE,2023-01-08,2023-04-07,12870,19797,6854,12525,13021
42-109-61594,Gray 6H,Grandfalls,Texas Energy LLC,31.611505,-104.033913,Culberson,TX,Wolfcamp B,ACTIVE,2024-11-16,2025-02-07,10387,23047,12355,10073,10495
42-389-51873,Davis 10H,Grandfalls,Texas Energy LLC,31.29415,-103.621419,Reeves,TX,Wolfcamp B,ACTIVE,2022-01-08,2022-02-24,12364,23219,10963,12188,12459
42-389-39528,Hill 4H,Grandfalls,Texas Energy LLC,31.003529,-103.150579,Reeves,TX,Wolfcamp A,ACTIVE,2023-05-28,2023-07-25,9421,23624,13817,9208,9618
42-475-70888,Howard 7H,Loving,Texas Energy LLC,31.487898,-103.045987,Ward,TX,Wolfcamp A,ACTIVE,2024-11-20,2025-01-11,13136,18663,5672,12764,13295
42-109-58053,Morris 4V,Wink,Texas Energy LLC,31.583722,-104.12044,Culberson,TX,3rd Bone Spring,ACTIVE,2024-10-13,2024-12-02,9324,15253,6345,8847,9376
42-371-79271,University 6H,Pecos Valley,Texas Energy LLC,30.664253,-103.560482,Pecos,TX,Wolfcamp A,ACTIVE,2023-05-15,2023-07-11,13297,23737,10896,13182,13397
42-389-84234,Simmons 5V,Delaware Basin,Texas Energy LLC,31.659449,-103.188235,Reeves,TX,Wolfcamp A,ACTIVE,2024-10-18,2025-01-13,10635,24798,14120,10386,10861
42-389-56406,Scott 6H,Van Horn,Texas Energy LLC,31.645156,-103.561469,Reeves,TX,Wolfcamp A,SHUT-IN,2023-02-28,2023-05-17,11489,17559,6188,11029,11780
42-389-45722,Morgan 12H,Mentone,Texas Energy LLC,31.019961,-103.223461,Reeves,TX,2nd Bone Spring,SHUT-IN,2022-10-06,2022-12-25,9060,22179,12765,8957,9226
42-109-71245,Hayes 8H,Loving,Texas Energy LLC,31.448839,-104.400615,Culberson,TX,Wolfcamp B,SHUT-IN,2024-12-19,2025-03-01,13280,24693,11543,13068,13365
42-475-39307,Richardson 6H,Van Horn,Texas Energy LLC,31.464143,-103.011152,Ward,TX,Wolfcamp B,SHUT-IN,2024-09-22,2024-11-17,12358,18070,6195,11958,12425
42-475-86219,Baker 12H,Van Horn,Texas Energy LLC,31.358942,-103.484217,Ward,TX,Wolfcamp B,ACTIVE,2022-08-25,2022-11-08,9035,22114,13450,8577,9151
42-301-42576,Gibson 2H,Culberson County,Texas Energy LLC,31.844442,-103.887878,Loving,TX,1st Bone Spring,ACTIVE,2022-08-10,2022-10-18,13481,19531,5669,13300,13680
42-301-72743,Jenkins 1H,Buena Vista,Texas Energy LLC,31.88346,-103.851774,Loving,TX,1st Bone Spring,ACTIVE,2023-06-05,2023-07-24,9903,23697,13573,9527,10050
42-371-42046,Hill 12H,Imperial,Texas Energy LLC,30.95639,-103.060216,Pecos,TX,2nd Bone Spring,ACTIVE,2023-08-27,2023-11-24,13220,19891,6562,12792,13346
42-475-57385,Bailey 10H,Balmorhea,Texas Energy LLC,31.534712,-103.077652,Ward,TX,Delaware Mountain,ACTIVE,2024-09-17,2024-12-16,10195,21066,10868,10050,10398
42-109-69986,Cox 11H,Culberson County,Texas Energy LLC,31.619343,-104.504287,Culberson,TX,Avalon Shale,ACTIVE,2022-02-05,2022-03-30,10053,18238,8140,9760,10280
42-495-50110,Ward 9H,Red Hills,Texas Energy LLC,32.046303,-103.170573,Winkler,TX,1st Bone Spring,ACTIVE,2023-05-19,2023-07-15,9518,22847,12890,9107,9667
42-495-33268,Hughes 10H,Mentone,Texas Energy LLC,31.969475,-103.386328,Winkler,TX,1st Bone Spring,ACTIVE,2025-05-08,2025-07-17,13384,27330,14432,13121,13642
42-371-31554,Howard 11H,Reeves County,Texas Energy LLC,30.731034,-102.763498,Pecos,TX,Brushy Canyon,ACTIVE,2022-09-21,2022-11-27,12037,21346,9466,11799,12155
42-389-67467,State 7V,Orla,Texas Energy LLC,31.443328,-103.455005,Reeves,TX,Avalon Shale,ACTIVE,2022-07-01,2022-09-23,10057,15407,5119,9740,10286
42-475-42293,Bailey 10V,Buena Vista,Texas Energy LLC,31.677706,-103.004757,Ward,TX,Delaware Mountain,ACTIVE,2023-06-22,2023-09-11,11289,18235,7400,11004,11438
42-475-33278,Moore 12H,Buena Vista,Texas Energy LLC,31.570775,-103.377554,Ward,TX,1st Bone Spring,ACTIVE,2025-01-01,2025-02-20,10291,19119,8811,9883,10347
42-475-83554,Price 12H,Reeves County,Texas Energy LLC,31.426482,-103.376748,Ward,TX,Wolfcamp B,ACTIVE,2024-06-17,2024-08-18,12530,22153,9919,12225,12624
42-371-44860,Cox 3V,Buena Vista,Texas Energy LLC,31.241079,-103.203529,Pecos,TX,Bone Spring,ACTIVE,2024-11-23,2025-02-19,12083,21941,9640,11666,12373
42-109-65456,Ross 9H,Coyanosa,Texas Energy LLC,31.806331,-104.716751,Culberson,TX,1st Bone Spring,ACTIVE,2023-01-02,2023-02-17,10107,23981,13752,9813,10331
42-389-81457,Roberts 6H,Ward-Estes,Texas Energy LLC,31.252049,-103.688965,Reeves,TX,3rd Bone Spring,ACTIVE,2023-05-20,2023-08-17,8939,16668,8086,8774,9051
42-371-42360,Sullivan 11H,Van Horn,Texas Energy LLC,31.209894,-103.766249,Pecos,TX,Wolfcamp B,SHUT-IN,2022-06-05,2022-07-21,9164,22054,12540,8702,9382
42-371-59627,Patterson 9H,Balmorhea,Texas Energy LLC,31.184253,-103.044836,Pecos,TX,1st Bone Spring,ACTIVE,2023-04-06,2023-06-08,10517,22415,11457,10334,10718
42-389-82985,Mitchell 3V,Wink,Texas Energy LLC,31.026592,-103.67072,Reeves,TX,Wolfcamp C,SHUT-IN,2024-12-01,2025-02-27,11174,18108,7262,10927,11413
42-389-48322,Ranch 4H,Monahans,Texas Energy LLC,31.097163,-103.756832,Reeves,TX,Wolfcamp A,SHUT-IN,2022-10-19,2022-12-19,9114,14037,5357,8913,9395
42-371-59294,Murphy 8H,Fort Stockton,Texas Energy LLC,30.514657,-103.402915,Pecos,TX,Brushy Canyon,ACTIVE,2024-11-04,2024-12-24,11687,16758,5009,11296,11987
42-495-79968,Myers 3H,Orla,Texas Energy LLC,31.854432,-103.168156,Winkler,TX,Brushy Canyon,SHUT-IN,2024-02-28,2024-05-11,9316,23365,13617,8983,9369
42-495-34436,Cooper 1H,Wink,Texas Energy LLC,31.828949,-103.447694,Winkler,TX,Wolfcamp C,ACTIVE,2022-03-12,2022-05-15,9833,22540,12648,9638,10075
42-301-34290,Perry 8V,Loving,Texas Energy LLC,31.742991,-103.678146,Loving,TX,1st Bone Spring,ACTIVE,2024-05-02,2024-07-05,11511,24902,13341,11304,11587
42-371-78215,Brooks 7H,Delaware Basin,Texas Energy LLC,30.505858,-103.0188,Pecos,TX,2nd Bone Spring,ACTIVE,2025-11-03,2026-01-08,11912,20908,9488,11499,12167
42-371-44681,Perry 1H,Wink,Texas Energy LLC,30.939792,-102.711124,Pecos,TX,1st Bone Spring,ACTIVE,2025-05-24,2025-07-26,13383,20827,6961,12912,13665
42-109-96469,Peterson 12H,Balmorhea,Texas Energy LLC,31.516499,-104.473286,Culberson,TX,Bone Spring,SHUT-IN,2025-11-24,2026-01-19,13162,23007,9930,12782,13425
42-495-92781,Patterson 2H,Culberson County,Texas Energy LLC,32.06007,-103.430288,Winkler,TX,Wolfcamp A,ACTIVE,2025-06-03,2025-08-07,8950,24069,14963,8751,9149
42-475-89394,Powell 3H,Imperial,Texas Energy LLC,31.221659,-103.129792,Ward,TX,3rd Bone Spring,ACTIVE,2022-02-08,2022-04-22,13355,27686,14498,13041,13455
42-389-61310,Alexander 11H,Orla,Texas Energy LLC,31.678385,-103.235422,Reeves,TX,2nd Bone Spring,ACTIVE,2025-03-06,2025-05-26,13135,20783,7395,12661,13308
42-389-74262,Clayton 12H,Buena Vista,Texas Energy LLC,31.334615,-103.735443,Reeves,TX,Wolfcamp A,ACTIVE,2022-06-21,2022-08-06,11264,20161,8893,10962,11423
42-475-49053,Clayton 5H,Fort Stockton,Texas Energy LLC,31.676424,-103.234055,Ward,TX,Wolfcamp C,ACTIVE,2024-07-14,2024-09-14,12737,25049,12057,12392,13028
42-475-89680,Morris 12V,Monahans,Texas Energy LLC,31.306133,-103.362614,Ward,TX,1st Bone Spring,ACTIVE,2025-07-15,2025-10-05,12914,27170,14492,12581,12968
42-109-77298,Moore 5H,Buena Vista,Texas Energy LLC,31.894126,-104.106582,Culberson,TX,Wolfcamp A,SHUT-IN,2025-04-07,2025-06-05,8957,15834,7257,8501,9187
42-389-37816,Fisher 10H,Fort Stockton,Texas Energy LLC,31.132738,-103.584672,Reeves,TX,Wolfcamp C,SHUT-IN,2024-12-13,2025-02-13,12599,26451,13847,12275,12669
42-389-90889,Hill 2H,Fort Stockton,Texas Energy LLC,31.70683,-103.268369,Reeves,TX,Avalon Shale,ACTIVE,2022-06-22,2022-08-06,8769,18637,9771,8568,8872
42-389-93784,Morris 5V,Loving,Texas Energy LLC,31.351133,-103.180256,Reeves,TX,2nd Bone Spring,ACTIVE,2023-02-07,2023-04-28,12667,19961,7766,12261,12948
42-495-97542,Wallace 11H,Imperial,Texas Energy LLC,31.70423,-103.399368,Winkler,TX,Wolfcamp B,SHUT-IN,2024-11-03,2024-12-27,12319,26900,14545,12122,12598
42-475-37255,Graham 11H,Van Horn,Texas Energy LLC,31.671151,-103.337578,Ward,TX,Wolfcamp A,ACTIVE,2022-12-20,2023-03-11,9196,21053,11658,8912,9254
42-475-97771,Hill 2H,Pecos Valley,Texas Energy LLC,31.433278,-103.08805,Ward,TX,Delaware Mountain,ACTIVE,2024-05-08,2024-07-20,12559,24628,12134,12411,12740
42-109-81043,Hamilton 2H,Reeves County,Texas Energy LLC,31.989438,-104.79433,Culberson,TX,1st Bone Spring,ACTIVE,2024-07-03,2024-09-12,9076,23637,14591,8878,9269
42-389-56007,Cooper 10H,Orla,Texas Energy LLC,31.547164,-103.713827,Reeves,TX,Wolfcamp A,ACTIVE,2024-11-17,2025-01-24,11892,20940,8615,11538,11963
42-109-74849,Sanders 3H,Red Hills,Texas Energy LLC,31.587006,-104.039489,Culberson,TX,3rd Bone Spring,ACTIVE,2025-03-17,2025-05-11,13087,23870,10375,12618,13363
42-109-41428,Foster 1H,Coyanosa,Texas Energy LLC,31.501231,-104.341282,Culberson,TX,1st Bone Spring,ACTIVE,2025-01-05,2025-03-17,11764,16536,5004,11489,12025
42-475-34810,Reed 12V,Balmorhea,Texas Energy LLC,31.440704,-103.319178,Ward,TX,Wolfcamp B,ACTIVE,2024-04-25,2024-07-06,12899,25784,12712,12547,12975
42-475-52671,University 5H,Mentone,Texas Energy LLC,31.51765,-103.078938,Ward,TX,Bone Spring,ACTIVE,2022-10-15,2022-12-04,9452,15621,6483,8979,9524
42-389-47643,Hart 8H,Monahans,Texas Energy LLC,31.023779,-103.283541,Reeves,TX,Brushy Canyon,ACTIVE,2024-03-10,2024-06-02,9289,15718,6253,8805,9472
42-109-80800,Moore 7H,Coyanosa,Texas Energy LLC,31.389952,-104.189565,Culberson,TX,Delaware Mountain,ACTIVE,2022-06-16,2022-09-11,13304,18471,5440,12893,13399
42-475-66101,Price 10H,Wink,Texas Energy LLC,31.365776,-103.013762,Ward,TX,1st Bone Spring,ACTIVE,2022-05-08,2022-07-05,10270,19186,8423,9779,10530
42-389-62908,Bryant 1V,Kermit,Texas Energy LLC,31.075434,-103.297778,Reeves,TX,Avalon Shale,ACTIVE,2025-01-06,2025-03-26,9546,20668,11486,9268,9663
42-109-49947,Campbell 9H,Imperial,Texas Energy LLC,31.64758,-104.680131,Culberson,TX,3rd Bone Spring,ACTIVE,2023-12-04,2024-02-28,12145,20446,8402,11774,12254
42-389-30643,Williams 4V,Culberson County,Texas Energy LLC,31.461239,-103.105475,Reeves,TX,Bone Spring,SHUT-IN,2023-07-02,2023-09-25,9736,16840,7486,9530,9826
42-475-59272,Russell 8V,Red Hills,Texas Energy LLC,31.516535,-103.336393,Ward,TX,Wolfcamp A,SHUT-IN,2025-06-20,2025-09-07,10138,18701,8083,9733,10342
42-389-68382,State 5H,Culberson County,Texas Energy LLC,31.402711,-103.645727,Reeves,TX,2nd Bone Spring,ACTIVE,2022-01-11,2022-03-11,8883,15900,7414,8595,9166
42-389-93871,Alexander 6H,Kermit,Texas Energy LLC,31.059869,-103.503283,Reeves,TX,Bone Spring,ACTIVE,2024-12-15,2025-01-31,9718,14861,5602,9408,9797
42-371-36334,Simmons 2H,Orla,Texas Energy LLC,30.985165,-103.541795,Pecos,TX,Bone Spring,ACTIVE,2024-04-02,2024-06-12,8784,15521,6258,8642,9069
42-475-55646,Reed 10H,Coyanosa,Texas Energy LLC,31.302831,-103.061287,Ward,TX,Avalon Shale,ACTIVE,2024-02-19,2024-04-04,12681,24670,11622,12516,12949
42-389-46366,Price 11H,Coyanosa,Texas Energy LLC,31.395032,-103.177722,Reeves,TX,1st Bone Spring,ACTIVE,2024-06-24,2024-09-03,9075,23643,14927,8911,9143
42-109-60216,Martin 6H,Loving,Texas Energy LLC,31.513457,-104.357627,Culberson,TX,Wolfcamp A,ACTIVE,2025-02-01,2025-04-18,8776,17988,9428,8375,8924
42-495-74875,Cattle Co 6H,Buena Vista,Texas Energy LLC,32.005308,-103.368568,Winkler,TX,1st Bone Spring,ACTIVE,2023-08-27,2023-10-18,9485,23732,14018,9234,9567
42-371-90106,Campbell 5V,Culberson County,Texas Energy LLC,30.834579,-102.811559,Pecos,TX,Wolfcamp A,ACTIVE,2023-10-18,2023-12-16,9208,21330,11745,8841,9383
42-371-73352,Turner 6H,Orla,Texas Energy LLC,31.287522,-102.516789,Pecos,TX,Wolfcamp A,ACTIVE,2024-07-22,2024-10-11,11037,19855,8356,10603,11275
42-495-41141,Wallace 10H,Toyah,Texas Energy LLC,31.747687,-103.302594,Winkler,TX,2nd Bone Spring,ACTIVE,2023-06-07,2023-08-29,11811,18560,7011,11494,12046
42-475-34910,Russell 10H,Wink,Texas Energy LLC,31.2861,-103.298513,Ward,TX,Wolfcamp A,ACTIVE,2023-01-24,2023-04-09,10700,21322,11102,10428,10959
42-109-89781,University 12H,Coyanosa,Texas Energy LLC,31.859679,-104.572726,Culberson,TX,Wolfcamp A,SHUT-IN,2025-07-10,2025-09-12,12962,25101,12131,12657,13088
42-371-85603,Cooper 4H,Loving,Texas Energy LLC,30.856136,-102.920087,Pecos,TX,Bone Spring,ACTIVE,2024-12-17,2025-03-10,11838,17583,5745,11709,12004
42-389-73724,Johnson 10V,Mentone,Texas Energy LLC,31.41574,-103.634279,Reeves,TX,Wolfcamp C,ACTIVE,2022-02-02,2022-03-21,11591,22134,10132,11136,11657
42-371-63323,Hart 1H,Monahans,Texas Energy LLC,30.799053,-102.617154,Pecos,TX,Wolfcamp A,ACTIVE,2025-01-01,2025-03-30,12977,22482,9708,12501,13111
42-495-88491,Taylor 4H,Red Hills,Texas Energy LLC,31.815512,-103.409652,Winkler,TX,1st Bone Spring,ACTIVE,2022-08-16,2022-10-31,12952,18168,5094,12600,13062
42-475-81129,Phillips 11V,Coyanosa,Texas Energy LLC,31.680221,-103.315134,Ward,TX,Wolfcamp A,ACTIVE,2022-05-16,2022-07-23,10295,19292,9083,9898,10523
42-301-68249,Price 1H,Toyah,Texas Energy LLC,31.900343,-103.77425,Loving,TX,1st Bone Spring,ACTIVE,2025-07-25,2025-09-09,10825,25202,14116,10474,10935
42-371-71806,University 10H,Kermit,Texas Energy LLC,30.848094,-103.142463,Pecos,TX,Wolfcamp A,ACTIVE,2022-12-19,2023-02-03,8907,15092,6038,8603,9013
42-389-39887,Woods 1H,Ward-Estes,Texas Energy LLC,31.331334,-103.291816,Reeves,TX,Wolfcamp C,ACTIVE,2022-08-01,2022-09-28,13075,23550,10922,12854,13221
42-301-82255,Barnes 12H,Reeves County,Texas Energy LLC,31.70428,-103.972683,Loving,TX,Wolfcamp B,ACTIVE,2025-04-19,2025-06-13,12891,21567,8378,12471,12969
42-495-37486,Jordan 11H,Buena Vista,Texas Energy LLC,32.022959,-103.223353,Winkler,TX,Delaware Mountain,ACTIVE,2024-03-13,2024-05-26,10451,18040,7160,10344,10572
42-301-39722,Harris 3H,Mentone,Texas Energy LLC,31.918861,-103.687526,Loving,TX,Wolfcamp A,ACTIVE,2025-01-13,2025-04-08,12414,24128,12005,12143,12526
42-301-66467,Sanders 8H,Delaware Basin,Texas Energy LLC,31.877881,-103.561341,Loving,TX,Bone Spring,SHUT-IN,2025-11-22,2026-02-19,11434,17785,6037,11061,11585
42-301-81795,Gibson 10V,Mentone,Texas Energy LLC,31.74418,-103.861912,Loving,TX,Wolfcamp A,ACTIVE,2024-08-16,2024-11-05,11367,16803,5057,11247,11466
42-371-72247,Wallace 9V,Van Horn,Texas Energy LLC,30.849515,-103.525784,Pecos,TX,Bone Spring,ACTIVE,2022-10-15,2022-11-29,9048,18044,9327,8728,9315
42-475-51443,Graham 1V,Wink,Texas Energy LLC,31.634847,-103.033121,Ward,TX,Wolfcamp C,ACTIVE,2023-04-15,2023-06-28,12210,19464,7163,11890,12362
42-475-87677,Jackson 5V,Mentone,Texas Energy LLC,31.414294,-103.437972,Ward,TX,2nd Bone Spring,ACTIVE,2024-07-22,2024-09-26,9662,18958,8982,9315,9765
42-301-70645,Cooper 11H,Grandfalls,Texas Energy LLC,31.961494,-103.698243,Loving,TX,Delaware Mountain,ACTIVE,2025-07-16,2025-09-16,13112,27880,14835,12966,13355
42-389-53998,Minerals 11V,Culberson County,Texas Energy LLC,31.725204,-103.557083,Reeves,TX,Wolfcamp B,ACTIVE,2025-05-02,2025-07-17,9318,21796,12257,9121,9584
42-109-46478,Butler 2H,Balmorhea,Texas Energy LLC,31.744005,-104.288867,Culberson,TX,Wolfcamp A,ACTIVE,2023-10-13,2023-12-10,11351,20262,8436,11154,11649
42-495-39038,Ramirez 8H,Kermit,Texas Energy LLC,31.902384,-103.329384,Winkler,TX,Wolfcamp C,SHUT-IN,2025-12-05,2026-02-15,9942,23978,13548,9509,10061
42-389-81736,Wilson 10H,Mentone,Texas Energy LLC,31.10637,-103.647305,Reeves,TX,1st Bone Spring,ACTIVE,2022-07-04,2022-09-08,10190,22161,12324,10015,10425
42-389-40357,Resources 3V,Van Horn,Texas Energy LLC,31.409044,-103.657762,Reeves,TX,Wolfcamp B,SHUT-IN,2022-05-23,2022-08-03,10454,16152,5948,10310,10740
42-301-76454,Coleman 9H,Grandfalls,Texas Energy LLC,31.772566,-103.932731,Loving,TX,Bone Spring,ACTIVE,2025-06-14,2025-09-11,10446,16369,6213,10147,10664
42-389-67915,Gray 8H,Delaware Basin,Texas Energy LLC,31.630609,-103.780884,Reeves,TX,Wolfcamp A,ACTIVE,2023-01-04,2023-03-15,11976,20779,9093,11498,12158
42-389-69838,Wilson 12H,Red Hills,Texas Energy LLC,31.581207,-103.109132,Reeves,TX,Delaware Mountain,ACTIVE,2024-02-02,2024-04-28,9521,21678,12352,9128,9759
42-475-51349,Barnes 12V,Wink,Texas Energy LLC,31.578303,-103.439821,Ward,TX,Wolfcamp B,ACTIVE,2023-02-26,2023-05-14,11447,24039,12831,11087,11525
42-389-72516,Cox 7H,Coyanosa,Texas Energy LLC,31.636915,-103.594643,Reeves,TX,Wolfcamp B,SHUT-IN,2023-03-06,2023-04-25,13492,24893,11267,13043,13603
42-389-74742,Minerals 5V,Mentone,Texas Energy LLC,31.284111,-103.356437,Reeves,TX,Bone Spring,ACTIVE,2022-03-16,2022-05-08,11852,18364,6752,11440,11952
42-389-69015,Reed 10V,Coyanosa,Texas Energy LLC,31.39537,-103.470278,Reeves,TX,1st Bone Spring,ACTIVE,2024-12-20,2025-02-08,8507,17333,8786,8236,8604
42-301-72086,Simmons 8H,Kermit,Texas Energy LLC,31.682355,-103.652639,Loving,TX,Wolfcamp A,ACTIVE,2023-08-14,2023-11-10,10190,21984,11988,9970,10260
42-475-39225,Hill 9H,Loving,Texas Energy LLC,31.617228,-103.461032,Ward,TX,Wolfcamp A,ACTIVE,2025-04-07,2025-06-24,10537,25016,14339,10346,10729
42-495-43242,White 12H,Imperial,Texas Energy LLC,31.834624,-103.338698,Winkler,TX,3rd Bone Spring,ACTIVE,2024-03-23,2024-06-11,11423,20261,8657,11022,11681
42-475-50571,Griffin 12H,Mentone,Texas Energy LLC,31.341545,-103.487878,Ward,TX,Wolfcamp A,ACTIVE,2025-11-13,2026-01-05,10711,16680,6391,10574,10890
42-389-93833,Ford 10H,Mentone,Texas Energy LLC,31.742362,-103.568496,Reeves,TX,Delaware Mountain,ACTIVE,2023-10-12,2023-12-12,10835,22116,11343,10441,10969
42-389-67172,Cook 7H,Coyanosa,Texas Energy LLC,31.214087,-103.338923,Reeves,TX,Wolfcamp A,ACTIVE,2022-03-26,2022-06-02,12751,27405,14829,12480,12844
42-389-47824,Perry 8H,Culberson County,Texas Energy LLC,31.578399,-103.336798,Reeves,TX,Wolfcamp A,ACTIVE,2023-01-10,2023-04-01,10076,22033,12068,9804,10179
42-371-36368,Davis 11H,Mentone,Texas Energy LLC,30.975139,-103.737652,Pecos,TX,Wolfcamp A,ACTIVE,2025-08-13,2025-10-04,12983,22108,9140,12524,13072
42-389-73911,Reynolds 12H,Grandfalls,Texas Energy LLC,31.00117,-103.339887,Reeves,TX,Wolfcamp A,ACTIVE,2025-08-02,2025-09-25,10792,16860,6524,10574,11071
42-475-79411,Murphy 6H,Kermit,Texas Energy LLC,31.579381,-103.076744,Ward,TX,Wolfcamp A,ACTIVE,2022-08-07,2022-10-15,11064,19876,9179,10764,11161
