EVENT_ID,API_NO,WELL_NAME,FIELD,EVENT_DATE,EVENT_TYPE,EVENT_DESCRIPTION,DURATION_HOURS,COST_USD
EVT-003825,42-389-92425,West 9H,Monahans,2025-01-23,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,18.0,4248.35
EVT-003826,42-475-51804,Hughes 9H,Delaware Basin,2025-10-23,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,8.8,19216.62
EVT-003827,42-475-51804,Hughes 9H,Delaware Basin,2025-04-22,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,15.1,15851.8
EVT-003828,42-475-51804,Hughes 9H,Delaware Basin,2025-10-29,INSPECTION,Annual safety valve inspection and function test completed,5.5,2468.88
EVT-003829,42-389-51491,Ranch 4H,Balmorhea,2024-10-11,INSPECTION,Routine tubing pressure test and casing inspection,3.2,17716.22
EVT-003830,42-389-51491,Ranch 4H,Balmorhea,2024-05-29,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,29.5,1427.97
EVT-003831,42-389-51491,Ranch 4H,Balmorhea,2025-09-07,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,33.9,6375.34
EVT-003832,42-475-45292,Reed 8H,Buena Vista,2026-04-26,FAILURE,"VSD drive failure causing ESP shutdown, replacement ordered",94.0,433624.16
EVT-003833,42-475-45292,Reed 8H,Buena Vista,2026-02-25,EQUIPMENT_CHANGE,Gas lift valve failure causing complete loss of artificial lift,28.1,72372.99
EVT-003834,42-475-45292,Reed 8H,Buena Vista,2025-11-23,FAILURE,Complete ESP system failure - motor burnout and pump lockup,138.4,673375.69
EVT-003835,42-475-45292,Reed 8H,Buena Vista,2025-12-05,EQUIPMENT_CHANGE,"Casing collapse detected during pressure test, integrity compromised",82.4,244310.29
EVT-003836,42-475-45292,Reed 8H,Buena Vista,2025-11-08,FAILURE,Gas lift valve failure causing complete loss of artificial lift,181.6,499358.68
EVT-003837,42-475-45292,Reed 8H,Buena Vista,2025-12-27,WORKOVER,"Severe corrosion-induced tubing failure, well flowing up annulus",407.3,1598410.54
EVT-003838,42-475-45292,Reed 8H,Buena Vista,2025-12-03,WORKOVER,"ESP motor failure due to overheating, well shut-in pending replacement",65.5,1709207.27
EVT-003839,42-475-45292,Reed 8H,Buena Vista,2026-06-14,FAILURE,"Casing collapse detected during pressure test, integrity compromised",466.9,567053.83
EVT-003840,42-475-45292,Reed 8H,Buena Vista,2026-05-18,FAILURE,"Severe corrosion-induced tubing failure, well flowing up annulus",91.4,522563.52
EVT-003841,42-475-45292,Reed 8H,Buena Vista,2026-07-09,FAILURE,"Christmas tree valve failure, emergency well control initiated",440.6,754083.15
EVT-003842,42-475-85824,Wallace 8H,Mentone,2025-05-20,MAINTENANCE,Routine tubing pressure test and casing inspection,28.3,17506.37
EVT-003843,42-475-85824,Wallace 8H,Mentone,2026-01-16,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,26.9,8062.72
EVT-003844,42-475-85824,Wallace 8H,Mentone,2024-10-31,INSPECTION,Routine tubing pressure test and casing inspection,27.0,9302.61
EVT-003845,42-475-85129,Ranch 2H,Pecos Valley,2026-03-24,MAINTENANCE,Routine tubing pressure test and casing inspection,34.7,13893.91
EVT-003846,42-475-85129,Ranch 2H,Pecos Valley,2026-04-10,INSPECTION,Routine tubing pressure test and casing inspection,45.9,21088.8
EVT-003847,42-389-52347,Harris 1H,Monahans,2026-03-04,INSPECTION,Annual safety valve inspection and function test completed,7.0,10958.63
EVT-003848,42-389-52347,Harris 1H,Monahans,2026-01-12,MAINTENANCE,Annual safety valve inspection and function test completed,21.5,15314.44
EVT-003849,42-109-70953,Hill 3H,Mentone,2026-02-07,FAILURE,"Downhole pump seized due to severe sand production, pulling unit dispatched",467.4,173418.89
EVT-003850,42-109-70953,Hill 3H,Mentone,2025-05-29,FAILURE,Electrical cable failure on ESP causing complete shutdown,143.6,50348.14
EVT-003851,42-109-70953,Hill 3H,Mentone,2024-07-20,WORKOVER,"Christmas tree valve failure, emergency well control initiated",100.4,691402.75
EVT-003852,42-109-70953,Hill 3H,Mentone,2026-01-14,FAILURE,"Christmas tree valve failure, emergency well control initiated",43.4,388011.28
EVT-003853,42-109-70953,Hill 3H,Mentone,2025-07-29,WORKOVER,Complete ESP system failure - motor burnout and pump lockup,686.8,1599252.88
EVT-003854,42-109-70953,Hill 3H,Mentone,2025-08-20,FAILURE,"Rod parting at depth, well dead, workover rig scheduled",228.7,247820.72
EVT-003855,42-109-70953,Hill 3H,Mentone,2025-07-04,FAILURE,"Christmas tree valve failure, emergency well control initiated",435.5,397220.21
EVT-003856,42-109-70953,Hill 3H,Mentone,2026-04-26,EQUIPMENT_CHANGE,Electrical cable failure on ESP causing complete shutdown,135.3,154935.66
EVT-003857,42-109-70953,Hill 3H,Mentone,2026-06-05,FAILURE,"ESP motor failure due to overheating, well shut-in pending replacement",232.5,456861.91
EVT-003858,42-109-70953,Hill 3H,Mentone,2026-06-14,FAILURE,"ESP motor failure due to overheating, well shut-in pending replacement",209.0,726788.71
EVT-003859,42-495-97065,Patterson 7H,Wink,2024-10-18,MAINTENANCE,Emulsion issues at separator requiring increased demulsifier dosage,29.6,14178.74
EVT-003860,42-495-97065,Patterson 7H,Wink,2025-09-01,INSPECTION,"Elevated motor temperature detected, monitoring increased frequency",34.8,9912.65
EVT-003861,42-495-97065,Patterson 7H,Wink,2026-05-05,EQUIPMENT_CHANGE,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",165.6,31624.48
EVT-003862,42-389-97127,Wheeler 5V,Red Hills,2024-10-26,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,8.9,6478.26
EVT-003863,42-389-97127,Wheeler 5V,Red Hills,2024-05-10,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,7.3,7287.0
EVT-003864,42-389-97127,Wheeler 5V,Red Hills,2026-05-19,MAINTENANCE,Routine tubing pressure test and casing inspection,22.3,24651.36
EVT-003865,42-389-97127,Wheeler 5V,Red Hills,2025-05-30,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,22.7,3555.59
EVT-003866,42-301-43958,Hayes 1H,Delaware Basin,2026-03-10,MAINTENANCE,Annual safety valve inspection and function test completed,13.9,14306.58
EVT-003867,42-301-43958,Hayes 1H,Delaware Basin,2025-05-06,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,20.1,24544.47
EVT-003868,42-301-43958,Hayes 1H,Delaware Basin,2025-07-28,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,23.4,15065.59
EVT-003869,42-301-43958,Hayes 1H,Delaware Basin,2025-10-12,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,21.1,8049.72
EVT-003870,42-389-37492,Long 11H,Red Hills,2025-09-24,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,22.4,11048.72
EVT-003871,42-389-37492,Long 11H,Red Hills,2025-01-26,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,32.8,5049.54
EVT-003872,42-389-37492,Long 11H,Red Hills,2025-05-10,INSPECTION,Annual safety valve inspection and function test completed,21.0,1550.04
EVT-003873,42-389-37492,Long 11H,Red Hills,2026-02-19,INSPECTION,Annual safety valve inspection and function test completed,22.1,10406.05
EVT-003874,42-109-98354,Fisher 4H,Loving,2026-03-19,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,2.1,22296.41
EVT-003875,42-109-98354,Fisher 4H,Loving,2024-10-27,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,31.1,23491.7
EVT-003876,42-371-83264,Roberts 3H,Pecos Valley,2025-08-02,EQUIPMENT_CHANGE,"VSD drive failure causing ESP shutdown, replacement ordered",61.9,217820.85
EVT-003877,42-371-83264,Roberts 3H,Pecos Valley,2025-06-02,FAILURE,"Casing collapse detected during pressure test, integrity compromised",287.2,350014.91
EVT-003878,42-371-83264,Roberts 3H,Pecos Valley,2025-07-14,FAILURE,Gas lift valve failure causing complete loss of artificial lift,281.1,112604.21
EVT-003879,42-371-83264,Roberts 3H,Pecos Valley,2024-10-31,FAILURE,Complete ESP system failure - motor burnout and pump lockup,132.5,155029.19
EVT-003880,42-371-83264,Roberts 3H,Pecos Valley,2026-06-11,EQUIPMENT_CHANGE,"Downhole pump seized due to severe sand production, pulling unit dispatched",105.3,158371.53
EVT-003881,42-371-83264,Roberts 3H,Pecos Valley,2025-07-04,WORKOVER,"Casing collapse detected during pressure test, integrity compromised",220.4,1796372.41
EVT-003882,42-371-83264,Roberts 3H,Pecos Valley,2026-05-30,FAILURE,Complete ESP system failure - motor burnout and pump lockup,267.4,622444.2
EVT-003883,42-371-83264,Roberts 3H,Pecos Valley,2026-06-07,FAILURE,Complete ESP system failure - motor burnout and pump lockup,216.2,426627.98
EVT-003884,42-389-53437,Davis 3H,Orla,2024-03-31,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,40.7,1692.42
EVT-003885,42-371-85739,Phillips 1H,Culberson County,2026-05-23,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,7.8,5802.26
EVT-003886,42-371-85739,Phillips 1H,Culberson County,2026-04-21,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,46.7,23225.71
EVT-003887,42-371-85739,Phillips 1H,Culberson County,2025-09-05,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,11.9,5856.46
EVT-003888,42-371-85739,Phillips 1H,Culberson County,2025-02-16,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,27.0,9320.33
EVT-003889,42-475-35535,Beal 1H,Ward-Estes,2026-04-08,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,25.7,18162.78
EVT-003890,42-475-35535,Beal 1H,Ward-Estes,2026-06-02,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,46.8,1203.24
EVT-003891,42-475-35535,Beal 1H,Ward-Estes,2025-12-24,INSPECTION,Scheduled wellhead maintenance and valve replacement,46.9,2438.18
EVT-003892,42-495-99884,Butler 5H,Mentone,2026-05-06,INSPECTION,Annual safety valve inspection and function test completed,38.2,18770.83
EVT-003893,42-495-99884,Butler 5H,Mentone,2025-12-04,MAINTENANCE,Annual safety valve inspection and function test completed,2.0,18991.72
EVT-003894,42-371-55477,Cattle Co 11V,Loving,2023-11-09,MAINTENANCE,Annual safety valve inspection and function test completed,45.8,8944.16
EVT-003895,42-371-55477,Cattle Co 11V,Loving,2023-10-24,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,24.6,14572.85
EVT-003896,42-371-55477,Cattle Co 11V,Loving,2025-12-27,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,37.7,18942.62
EVT-003897,42-371-96952,Bailey 8V,Loving,2025-09-27,MAINTENANCE,"Increasing water cut trend noted, zone isolation evaluation in progress",26.5,23510.04
EVT-003898,42-371-96952,Bailey 8V,Loving,2026-06-12,CHEMICAL_TREATMENT,"Scale buildup detected in tubing, chemical squeeze scheduled",28.7,10336.03
EVT-003899,42-371-96952,Bailey 8V,Loving,2025-09-24,CHEMICAL_TREATMENT,"Scale buildup detected in tubing, chemical squeeze scheduled",40.8,2260.0
EVT-003900,42-371-96952,Bailey 8V,Loving,2026-02-22,CHEMICAL_TREATMENT,"Elevated motor temperature detected, monitoring increased frequency",7.5,22679.6
EVT-003901,42-371-96952,Bailey 8V,Loving,2026-02-16,EQUIPMENT_CHANGE,"Paraffin accumulation restricting flow, hot oil treatment performed",37.3,152771.58
EVT-003902,42-371-96952,Bailey 8V,Loving,2026-05-28,EQUIPMENT_CHANGE,"Elevated motor temperature detected, monitoring increased frequency",142.1,243705.12
EVT-003903,42-389-46827,Bass 9H,Toyah,2026-05-01,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,45.6,8199.94
EVT-003904,42-371-52004,Coleman 2H,Balmorhea,2025-12-27,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,33.1,1603.85
EVT-003905,42-371-52004,Coleman 2H,Balmorhea,2026-01-04,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,15.8,2501.23
EVT-003906,42-301-35694,Cox 10H,Buena Vista,2025-06-21,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,4.3,19601.82
EVT-003907,42-301-35694,Cox 10H,Buena Vista,2025-05-27,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,45.9,6009.97
EVT-003908,42-389-86996,Fisher 8H,Pecos Valley,2023-11-15,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,2.5,17188.63
EVT-003909,42-301-58673,Bass 2V,Loving,2026-04-16,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,41.8,1751.29
EVT-003910,42-301-35831,Williams 7H,Culberson County,2026-06-06,MAINTENANCE,Annual safety valve inspection and function test completed,13.2,9058.81
EVT-003911,42-495-55506,Cattle Co 10H,Buena Vista,2026-03-30,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,30.8,9360.57
EVT-003912,42-495-55506,Cattle Co 10H,Buena Vista,2026-04-03,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,47.2,2871.64
EVT-003913,42-495-55506,Cattle Co 10H,Buena Vista,2026-02-23,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,45.8,7161.94
EVT-003914,42-495-41296,Ford 6H,Buena Vista,2023-02-03,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,33.5,8792.5
EVT-003915,42-495-41296,Ford 6H,Buena Vista,2023-03-07,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,25.4,15615.84
EVT-003916,42-475-72260,Anderson 12H,Grandfalls,2026-01-05,INSPECTION,Scheduled wellhead maintenance and valve replacement,3.0,11237.98
EVT-003917,42-475-72260,Anderson 12H,Grandfalls,2026-01-27,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,42.7,19522.83
EVT-003918,42-371-80780,Cattle Co 7H,Red Hills,2026-02-13,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,46.8,2466.48
EVT-003919,42-371-80780,Cattle Co 7H,Red Hills,2026-01-03,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,39.1,5918.89
EVT-003920,42-371-80780,Cattle Co 7H,Red Hills,2026-04-26,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,40.8,10636.9
EVT-003921,42-371-80780,Cattle Co 7H,Red Hills,2026-04-15,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,3.5,20965.21
EVT-003922,42-389-60785,Johnson 7H,Ward-Estes,2025-10-05,MAINTENANCE,Annual safety valve inspection and function test completed,30.3,7029.35
EVT-003923,42-389-60785,Johnson 7H,Ward-Estes,2025-11-10,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,47.1,1755.69
EVT-003924,42-389-60785,Johnson 7H,Ward-Estes,2026-06-01,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,3.8,8450.27
EVT-003925,42-389-60785,Johnson 7H,Ward-Estes,2025-05-18,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,46.3,18358.88
EVT-003926,42-475-41157,Jordan 6H,Grandfalls,2025-06-23,EQUIPMENT_CHANGE,"Scale buildup detected in tubing, chemical squeeze scheduled",71.1,54337.54
EVT-003927,42-475-41157,Jordan 6H,Grandfalls,2025-07-29,CHEMICAL_TREATMENT,"Paraffin accumulation restricting flow, hot oil treatment performed",18.0,14994.6
EVT-003928,42-475-41157,Jordan 6H,Grandfalls,2026-04-17,FAILURE,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",90.6,92619.34
EVT-003929,42-301-88077,Washington 8H,Loving,2022-12-16,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,27.4,14117.84
EVT-003930,42-301-88077,Washington 8H,Loving,2022-09-10,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,17.9,16423.91
EVT-003931,42-301-88077,Washington 8H,Loving,2024-04-06,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,7.7,19573.78
EVT-003932,42-301-88077,Washington 8H,Loving,2025-02-04,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,41.1,9649.23
EVT-003933,42-109-73452,Minerals 5H,Culberson County,2025-06-13,CHEMICAL_TREATMENT,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",47.9,23757.39
EVT-003934,42-109-73452,Minerals 5H,Culberson County,2026-06-12,MAINTENANCE,"Sand production increasing, pump wear accelerating",23.3,1266.66
EVT-003935,42-109-73452,Minerals 5H,Culberson County,2026-03-07,EQUIPMENT_CHANGE,"Elevated motor temperature detected, monitoring increased frequency",18.7,70009.45
EVT-003936,42-109-73452,Minerals 5H,Culberson County,2026-05-08,FAILURE,Emulsion issues at separator requiring increased demulsifier dosage,234.7,42841.81
EVT-003937,42-495-69179,Morgan 12V,Balmorhea,2024-09-19,CHEMICAL_TREATMENT,"Elevated motor temperature detected, monitoring increased frequency",30.9,24195.48
EVT-003938,42-495-69179,Morgan 12V,Balmorhea,2024-02-08,CHEMICAL_TREATMENT,"Sand production increasing, pump wear accelerating",47.1,22638.41
EVT-003939,42-495-69179,Morgan 12V,Balmorhea,2024-03-14,INSPECTION,"Sand production increasing, pump wear accelerating",24.3,5385.12
EVT-003940,42-495-69179,Morgan 12V,Balmorhea,2024-09-09,MAINTENANCE,"Gas lift valve partially plugged, reduced injection efficiency",17.0,1499.37
EVT-003941,42-495-69179,Morgan 12V,Balmorhea,2026-06-08,EQUIPMENT_CHANGE,"Gas lift valve partially plugged, reduced injection efficiency",94.7,17777.64
EVT-003942,42-389-35068,Nelson 5H,Fort Stockton,2026-02-26,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,21.6,16723.75
EVT-003943,42-371-86347,Patterson 3H,Van Horn,2025-06-25,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,27.7,11651.37
EVT-003944,42-371-47991,Graham 10H,Van Horn,2026-01-19,EQUIPMENT_CHANGE,"Elevated motor temperature detected, monitoring increased frequency",139.5,249324.57
EVT-003945,42-371-47991,Graham 10H,Van Horn,2025-09-29,INSPECTION,"Sand production increasing, pump wear accelerating",16.1,23124.16
EVT-003946,42-371-47991,Graham 10H,Van Horn,2024-04-22,CHEMICAL_TREATMENT,Emulsion issues at separator requiring increased demulsifier dosage,13.1,10928.63
EVT-003947,42-371-47991,Graham 10H,Van Horn,2025-04-04,EQUIPMENT_CHANGE,"Sand production increasing, pump wear accelerating",84.8,132048.61
EVT-003948,42-371-47991,Graham 10H,Van Horn,2026-05-28,EQUIPMENT_CHANGE,"Sand production increasing, pump wear accelerating",87.2,52762.83
EVT-003949,42-475-58885,Morgan 7H,Pecos Valley,2025-07-09,CHEMICAL_TREATMENT,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",28.0,15611.34
EVT-003950,42-475-58885,Morgan 7H,Pecos Valley,2024-07-29,CHEMICAL_TREATMENT,"Elevated motor temperature detected, monitoring increased frequency",19.2,15844.62
EVT-003951,42-475-58885,Morgan 7H,Pecos Valley,2024-12-13,INSPECTION,"Scale buildup detected in tubing, chemical squeeze scheduled",22.4,21959.78
EVT-003952,42-475-58885,Morgan 7H,Pecos Valley,2024-08-21,CHEMICAL_TREATMENT,"Scale buildup detected in tubing, chemical squeeze scheduled",36.8,17211.63
EVT-003953,42-475-58885,Morgan 7H,Pecos Valley,2026-04-23,EQUIPMENT_CHANGE,"Increasing water cut trend noted, zone isolation evaluation in progress",104.4,32966.56
EVT-003954,42-495-46849,Ward 5H,Balmorhea,2025-08-14,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,11.2,9669.44
EVT-003955,42-495-46849,Ward 5H,Balmorhea,2025-09-04,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,25.2,16325.06
EVT-003956,42-475-52746,University 4H,Culberson County,2025-11-11,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,38.3,5494.01
EVT-003957,42-475-52746,University 4H,Culberson County,2026-01-19,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,3.1,17506.22
EVT-003958,42-389-53616,Flores 9H,Red Hills,2025-12-10,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,45.3,2886.93
EVT-003959,42-475-97033,Baker 5H,Pecos Valley,2024-04-18,EQUIPMENT_CHANGE,"Christmas tree valve failure, emergency well control initiated",40.0,209391.87
EVT-003960,42-475-97033,Baker 5H,Pecos Valley,2025-12-29,WORKOVER,"Severe corrosion-induced tubing failure, well flowing up annulus",564.1,307574.27
EVT-003961,42-475-97033,Baker 5H,Pecos Valley,2023-09-27,WORKOVER,"Casing collapse detected during pressure test, integrity compromised",95.8,416270.62
EVT-003962,42-475-97033,Baker 5H,Pecos Valley,2025-08-22,EQUIPMENT_CHANGE,"Downhole pump seized due to severe sand production, pulling unit dispatched",93.6,39044.47
EVT-003963,42-475-97033,Baker 5H,Pecos Valley,2026-06-15,FAILURE,"ESP motor failure due to overheating, well shut-in pending replacement",25.6,320291.14
EVT-003964,42-475-97033,Baker 5H,Pecos Valley,2026-05-29,FAILURE,Complete ESP system failure - motor burnout and pump lockup,139.7,245130.54
EVT-003965,42-371-84332,Baker 7H,Van Horn,2026-04-16,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,19.9,6470.11
EVT-003966,42-371-84332,Baker 7H,Van Horn,2026-05-25,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,31.6,1248.38
EVT-003967,42-389-40962,Barnes 10H,Monahans,2026-01-12,INSPECTION,Annual safety valve inspection and function test completed,47.3,19399.22
EVT-003968,42-389-40962,Barnes 10H,Monahans,2026-03-25,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,34.8,6615.03
EVT-003969,42-389-40962,Barnes 10H,Monahans,2026-03-16,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,15.0,11682.04
EVT-003970,42-389-40962,Barnes 10H,Monahans,2026-05-11,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,23.0,16111.31
EVT-003971,42-389-59225,White 8H,Wink,2025-03-24,INSPECTION,Annual safety valve inspection and function test completed,36.5,14710.17
EVT-003972,42-389-59225,White 8H,Wink,2026-05-01,INSPECTION,Scheduled wellhead maintenance and valve replacement,43.1,23716.48
EVT-003973,42-389-59225,White 8H,Wink,2025-12-01,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,40.6,8600.8
EVT-003974,42-389-59225,White 8H,Wink,2026-03-07,INSPECTION,Routine tubing pressure test and casing inspection,4.2,2568.72
EVT-003975,42-389-69675,Campbell 4H,Buena Vista,2025-07-15,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,10.0,21361.28
EVT-003976,42-389-69675,Campbell 4H,Buena Vista,2025-03-08,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,37.2,7784.1
EVT-003977,42-109-60763,Wallace 3H,Loving,2025-07-25,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,37.2,10089.48
EVT-003978,42-109-60763,Wallace 3H,Loving,2023-10-23,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,18.9,10490.54
EVT-003979,42-301-76441,Bryant 6H,Ward-Estes,2024-09-20,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,30.0,5547.44
EVT-003980,42-371-49973,Wilson 10H,Red Hills,2026-04-24,FAILURE,Electrical cable failure on ESP causing complete shutdown,328.4,142318.49
EVT-003981,42-371-49973,Wilson 10H,Red Hills,2024-07-09,FAILURE,"Tubing leak detected at depth, production ceased for workover",127.4,564626.52
EVT-003982,42-371-49973,Wilson 10H,Red Hills,2026-03-07,EQUIPMENT_CHANGE,Gas lift valve failure causing complete loss of artificial lift,66.9,202404.86
EVT-003983,42-371-49973,Wilson 10H,Red Hills,2025-12-15,EQUIPMENT_CHANGE,"ESP motor failure due to overheating, well shut-in pending replacement",52.9,22543.29
EVT-003984,42-371-49973,Wilson 10H,Red Hills,2026-03-28,EQUIPMENT_CHANGE,"Severe corrosion-induced tubing failure, well flowing up annulus",42.0,38399.8
EVT-003985,42-371-49973,Wilson 10H,Red Hills,2024-10-06,WORKOVER,"Rod parting at depth, well dead, workover rig scheduled",580.8,1777438.06
EVT-003986,42-371-49973,Wilson 10H,Red Hills,2025-10-28,FAILURE,"Casing collapse detected during pressure test, integrity compromised",52.8,449049.31
EVT-003987,42-371-49973,Wilson 10H,Red Hills,2026-05-19,FAILURE,"Hole in tubing at 6500ft, severe production loss and gas migration",423.0,394002.83
EVT-003988,42-371-49973,Wilson 10H,Red Hills,2026-06-07,FAILURE,"Rod parting at depth, well dead, workover rig scheduled",81.3,471699.56
EVT-003989,42-389-58698,Harris 2V,Coyanosa,2026-04-19,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,41.4,2217.63
EVT-003990,42-389-58698,Harris 2V,Coyanosa,2026-06-02,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,19.0,4209.12
EVT-003991,42-109-30211,Hill 3H,Reeves County,2025-11-27,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,20.0,24876.32
EVT-003992,42-109-30211,Hill 3H,Reeves County,2025-07-18,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,35.2,22032.98
EVT-003993,42-109-30211,Hill 3H,Reeves County,2024-11-05,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,35.9,18443.87
EVT-003994,42-109-30211,Hill 3H,Reeves County,2025-07-10,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,18.1,24085.7
EVT-003995,42-371-70051,Resources 11H,Coyanosa,2026-03-26,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,25.9,7371.29
EVT-003996,42-371-70051,Resources 11H,Coyanosa,2026-04-02,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,41.0,2150.71
EVT-003997,42-371-70051,Resources 11H,Coyanosa,2026-06-15,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,11.4,20246.8
EVT-003998,42-495-75974,Davis 2V,Wink,2023-03-07,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,24.2,9453.99
EVT-003999,42-495-75974,Davis 2V,Wink,2026-03-12,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,31.4,20221.22
EVT-004000,42-495-75974,Davis 2V,Wink,2022-06-16,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,17.2,2453.63
EVT-004001,42-495-75974,Davis 2V,Wink,2024-04-21,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,32.8,15125.5
EVT-004002,42-495-68955,Anderson 7H,Coyanosa,2026-02-13,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,38.5,12175.57
EVT-004003,42-495-68955,Anderson 7H,Coyanosa,2026-01-01,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,3.4,18993.09
EVT-004004,42-495-68955,Anderson 7H,Coyanosa,2026-02-24,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,44.5,3631.17
EVT-004005,42-495-68955,Anderson 7H,Coyanosa,2026-05-10,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,44.7,1261.26
